index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
196971,554,1,13/05/2013,544,1,1,0,0,6217.04252470861
340300,195,2,15/10/2013,1010,1,0,0,0,7836.841276444669
628388,938,7,21/09/2014,0,0,0,0,0,0.0
100124,175,4,31/10/2013,681,1,0,0,0,5869.666858909593
516092,845,5,26/12/2014,0,0,0,c,1,0.0
3175,491,4,12/12/2013,474,1,0,0,0,4674.788423063292
225309,347,6,19/07/2014,425,1,0,0,0,4358.70428173308
701663,257,4,24/10/2013,660,1,1,0,0,7134.623794795072
91000,303,4,25/07/2013,635,1,0,0,1,5535.621451168554
263570,796,6,19/04/2014,583,1,0,0,0,5192.16499247984
631769,408,6,28/09/2013,460,1,0,0,0,4489.813392882643
11899,312,6,11/01/2014,441,1,0,0,0,4202.275871967198
51403,134,6,05/04/2014,287,1,0,0,0,3385.131812891341
256919,268,2,01/04/2014,710,1,1,0,0,7337.073415087711
611698,900,6,15/06/2013,460,1,0,0,0,4351.4732644073665
477111,182,3,10/04/2013,378,1,1,0,0,5169.549741569615
687940,914,6,23/02/2013,803,1,0,0,0,6272.907537312945
59827,488,2,15/01/2013,323,1,0,0,0,3321.391538994387
38264,87,3,01/04/2015,890,1,1,0,1,8670.960474377905
461204,632,3,20/02/2013,830,1,1,0,0,7833.161395108502
349007,664,7,26/10/2014,0,0,0,0,0,0.0
654137,440,7,22/06/2014,0,0,0,0,0,0.0
326278,970,5,04/07/2014,402,1,1,0,0,5601.101995461388
297132,921,7,01/03/2015,0,0,0,0,0,0.0
217701,888,4,25/04/2013,653,1,1,0,0,6850.990741902788
458527,750,4,09/05/2013,0,0,0,a,0,0.0
430722,905,1,07/07/2014,1097,1,0,0,1,8476.942369067925
542753,344,6,17/05/2014,882,1,0,0,0,7036.820474092732
24852,63,1,12/08/2013,790,1,1,0,0,7823.612930419098
95579,817,5,04/01/2013,3105,1,0,0,1,20191.50317860779
415987,357,7,02/11/2014,0,0,0,0,0,0.0
669606,810,3,21/05/2014,462,1,1,0,0,5905.052624984935
702750,451,1,23/12/2013,818,1,0,0,1,6841.05922112026
542858,696,1,27/07/2015,1167,1,1,0,1,10500.209101414657
497715,933,2,14/01/2014,791,1,0,0,0,6321.225916614931
148878,574,7,29/06/2014,0,0,0,0,0,0.0
467490,48,6,10/05/2014,385,1,0,0,0,4024.324278336426
54598,651,4,17/04/2014,1210,1,1,0,1,10452.58583020966
423450,889,7,24/02/2013,0,0,0,0,0,0.0
12869,344,3,05/06/2013,1236,1,1,0,0,10428.71112423687
471312,906,4,15/05/2014,1171,1,0,0,0,8780.60644484585
673452,342,1,04/11/2013,962,1,1,0,0,8973.842937857436
4366,86,1,24/03/2014,562,1,0,0,0,5031.3692070067045
540924,702,4,21/11/2013,369,1,1,0,0,5412.6464148528175
188575,583,1,28/04/2014,633,1,1,0,0,6907.116113652126
565068,1056,1,18/11/2013,349,1,1,0,0,5287.860467533057
49743,698,1,07/04/2014,2025,1,0,0,0,13890.347736938333
147077,583,4,04/07/2013,479,1,1,0,0,5893.350666792772
257201,132,2,20/01/2015,476,1,0,0,0,4598.616960961721
23334,379,7,27/07/2014,0,0,0,0,0,0.0
194132,799,4,21/03/2013,855,1,1,0,0,8025.983900967054
482166,335,5,23/01/2015,2357,1,0,0,0,15969.279832910339
63747,28,6,14/06/2014,302,1,0,0,0,3568.4387786115985
482675,276,7,14/12/2014,0,0,0,0,0,0.0
212010,831,4,16/10/2014,1325,1,0,0,1,9987.831911580171
421498,429,1,23/12/2013,952,1,0,0,1,7650.810703065596
432421,292,2,07/10/2014,800,1,1,0,0,8131.43315981573
458636,207,2,22/07/2014,1100,1,0,0,1,8514.70871948218
517203,966,2,23/09/2014,571,1,0,0,0,5327.088102913112
391016,352,1,16/12/2013,910,1,1,0,0,8715.761383994424
405727,673,6,26/10/2013,462,1,0,0,0,4539.721186900279
504847,967,6,24/05/2014,628,1,0,0,0,5511.0826180509175
68271,187,4,07/02/2013,839,1,1,0,0,7870.528447564691
310818,699,4,22/01/2015,0,0,0,0,0,0.0
16042,47,4,16/05/2013,912,1,1,0,0,8444.765156483452
640673,746,7,05/04/2015,0,0,0,0,1,0.0
83650,112,5,05/09/2014,727,1,1,0,1,7720.3461525341845
395858,203,4,11/07/2013,727,1,0,0,0,6000.136913008813
48226,187,4,16/04/2015,738,1,1,0,1,7772.073991198733
392671,371,7,11/05/2014,0,0,0,0,0,0.0
229037,271,1,01/04/2013,0,0,0,b,1,0.0
632520,427,2,05/02/2013,996,1,1,0,0,8816.648779386538
277729,662,4,09/04/2015,607,1,0,0,1,5570.264572740707
361573,712,5,13/09/2013,678,1,1,0,0,7188.555189811159
273322,827,5,16/05/2014,1756,1,0,0,0,12317.024698865775
118983,404,4,23/04/2015,545,1,0,0,0,5140.826949494949
547349,942,2,21/10/2014,446,1,1,0,1,6083.672263127111
387827,433,4,10/10/2013,680,1,1,0,1,7310.258714744472
691558,1056,3,13/05/2015,526,1,0,0,0,5053.360012721445
58317,1104,2,04/02/2014,445,1,1,0,0,5658.746141318232
537419,735,6,21/02/2015,432,1,0,0,0,4374.477882833511
4434,551,4,21/02/2013,988,1,1,0,0,8789.252165616082
134712,949,3,10/12/2014,405,1,0,0,0,4428.26477900258
236435,397,5,11/04/2014,711,1,0,0,0,5955.185566239874
541302,216,1,10/06/2013,903,1,0,0,0,7021.941630068293
366235,189,1,01/06/2015,1060,1,1,0,0,9706.032818847278
178063,209,6,27/12/2014,598,1,0,0,0,5616.804560543038
493579,117,2,01/04/2014,607,1,1,0,0,6714.652499861084
326518,792,1,23/12/2013,1318,1,0,0,1,9862.519974647672
5032,325,5,14/02/2014,641,1,0,0,0,5455.227986345999
189392,748,6,29/11/2014,552,1,0,0,0,5301.008220214979
189375,505,1,02/09/2013,567,1,0,0,1,5175.472415231285
317879,1013,2,01/07/2014,585,1,1,0,0,6703.029114073783
23726,874,7,24/03/2013,0,0,0,0,1,0.0
588383,374,4,18/06/2015,873,1,1,0,0,8598.262427706853
204726,672,1,25/08/2014,1368,1,0,0,1,10178.579496340826
302340,27,4,23/01/2014,1055,1,1,0,0,9329.362240297021
599222,20,1,13/01/2014,960,1,0,0,0,7341.1704789143405
535716,962,5,28/06/2013,878,1,0,0,0,6894.433695463638
680372,1019,7,31/03/2013,0,0,0,0,0,0.0
241572,185,2,09/12/2014,514,1,0,0,0,5085.634050878638
561845,1103,4,18/12/2014,553,1,1,0,0,6734.113035473332
628015,476,2,03/02/2015,772,1,1,0,0,7806.5285864440375
394697,721,1,28/07/2014,707,1,1,0,1,7548.718095850607
163418,851,7,02/02/2014,0,0,0,0,0,0.0
138560,694,4,06/03/2014,769,1,1,0,1,7732.816253487603
424384,960,3,24/09/2014,445,1,0,0,0,4566.989165417093
488983,833,7,17/05/2015,0,0,0,0,0,0.0
204241,11,2,23/06/2015,938,1,0,0,0,7596.575693346094
625339,158,1,20/10/2014,501,1,1,0,1,6414.723773622245
14086,403,1,03/11/2014,1006,1,1,0,0,9411.478596486792
702710,318,2,07/05/2013,624,1,0,0,0,5291.598716632056
710138,836,3,04/03/2015,783,1,1,0,0,7914.750191203842
186735,82,5,13/12/2013,1034,1,0,0,0,8060.13363940682
254917,509,5,27/09/2013,564,1,1,0,0,6517.9905515071005
609447,774,3,22/05/2013,703,1,0,0,0,5788.627101582475
81115,333,4,18/12/2014,1598,1,1,0,0,13048.966010345612
414019,864,4,12/12/2013,546,1,0,0,0,5109.878771571268
32865,732,2,25/11/2014,507,1,1,0,0,6424.86255710962
676345,50,6,18/07/2015,375,1,0,0,0,4228.305318699218
682528,28,6,28/06/2014,297,1,0,0,0,3556.5525845766533
687333,1001,4,21/02/2013,712,1,1,0,1,7194.510732977476
634258,1050,5,12/09/2014,480,1,0,0,0,4762.781349449535
169533,116,4,12/02/2015,738,1,0,0,0,6211.829312456364
454892,264,2,17/09/2013,874,1,0,0,0,6977.182000481698
575350,425,3,21/08/2013,362,1,0,0,1,3921.1074859604123
686955,741,6,17/01/2015,991,1,0,0,0,7706.7940199162695
303010,924,5,21/02/2014,463,1,1,0,0,5789.774659124087
707802,846,3,29/10/2014,598,1,0,0,0,5538.542313750193
139975,1001,6,02/11/2013,433,1,0,0,0,4373.496621555998
704769,638,3,12/03/2014,387,1,0,0,0,3958.147874557704
579869,86,5,18/04/2014,0,0,1,b,1,0.0
146751,617,4,12/06/2014,624,1,0,0,0,5511.641159097548
114124,1049,5,25/04/2014,535,1,0,0,1,4983.064697806956
410036,352,3,01/07/2015,664,1,1,0,0,7353.476197842858
677553,4,5,18/07/2014,1268,1,1,0,1,10925.705337379593
639042,478,2,12/05/2015,635,1,0,0,0,5710.729284597619
629766,332,7,06/10/2013,0,0,0,0,0,0.0
177349,292,7,20/10/2013,0,0,0,0,0,0.0
459947,834,3,22/04/2015,566,1,0,0,0,5266.419128750218
557282,307,5,31/05/2013,442,1,1,0,0,5624.229634060757
352503,824,5,23/05/2014,877,1,1,0,0,8415.483395198418
628788,249,3,30/10/2013,507,1,0,0,0,4816.8893442892
300124,159,1,15/06/2015,998,1,1,0,0,9349.700098910136
301614,339,4,25/06/2015,681,1,0,0,0,6046.163210818777
171424,782,1,24/11/2014,626,1,1,0,0,7142.661044056353
392653,79,3,04/03/2015,612,1,1,0,0,6881.410613497486
554801,569,6,26/04/2014,319,1,0,0,0,3605.997921367467
576473,376,2,08/10/2013,1072,1,1,0,1,9676.465600724157
171289,514,6,13/04/2013,455,1,0,0,0,4237.759720507718
342884,581,1,09/03/2015,636,1,0,0,0,5631.96409734746
167996,511,7,31/05/2015,0,0,0,0,0,0.0
260468,386,6,10/01/2015,533,1,0,0,0,4929.971762935107
688026,561,7,04/05/2014,0,0,0,0,0,0.0
46640,825,4,19/06/2014,0,0,1,a,1,0.0
154128,64,4,22/08/2013,681,1,0,0,1,5850.108619103674
41241,506,5,27/02/2015,854,1,0,0,0,6932.445793167804
312150,1089,3,29/05/2013,1166,1,1,0,0,9996.686460382713
288872,80,6,26/07/2014,648,1,0,0,0,5715.439984556404
514205,512,3,05/02/2014,1359,1,1,0,0,11183.285571159213
301595,709,5,13/12/2013,1266,1,0,0,0,9462.091429043503
461588,1022,4,24/01/2013,767,1,1,0,0,7417.2537339463015
622163,869,5,14/03/2014,719,1,0,0,0,5967.016159685561
418808,62,3,24/04/2013,759,1,1,0,0,7490.231249257748
89743,280,5,17/01/2014,466,1,0,0,0,4361.203944000765
324816,48,1,23/03/2015,405,1,0,0,0,4254.377642718027
3910,956,2,08/01/2013,668,1,1,0,0,6798.057746461825
327446,1065,4,13/03/2014,483,1,0,0,0,4539.577511627751
268276,210,2,28/07/2015,328,1,1,0,1,5431.50712938857
320173,950,7,18/05/2014,0,0,0,0,0,0.0
126152,1107,4,14/05/2015,0,0,0,a,0,0.0
605750,796,4,26/03/2015,641,1,0,0,0,5684.4346355616
376673,199,2,29/10/2013,452,1,0,0,0,4483.219489008363
157170,185,6,19/01/2013,479,1,0,0,0,4269.323983666429
400534,927,6,13/09/2014,662,1,0,0,0,5863.902236126363
375414,727,3,29/01/2014,395,1,0,0,0,3947.8665857143933
51680,378,7,09/02/2014,0,0,0,0,0,0.0
644657,434,3,19/06/2013,637,1,1,0,0,6827.329555011238
592468,473,5,27/12/2013,536,1,0,0,1,5142.192045702366
648305,928,1,23/09/2013,871,1,1,0,0,8367.930764601508
316333,201,6,27/12/2014,434,1,0,0,0,4625.765433386026
542166,643,5,27/02/2015,1145,1,0,0,0,8690.935951720807
636180,222,5,16/08/2013,595,1,1,0,0,6650.47992611496
211465,283,6,20/04/2013,662,1,0,0,0,5497.808679218229
78567,821,2,19/11/2013,998,1,1,0,0,9211.025698004523
536453,791,1,30/12/2013,971,1,0,0,1,7774.790418449789
139595,555,6,04/01/2014,556,1,0,0,0,4888.04763852834
314773,874,4,21/05/2015,579,1,1,0,0,6785.130726022122
709306,420,2,13/01/2015,393,1,1,0,0,5488.912763409724
447529,211,2,12/03/2013,1412,1,0,0,0,9979.086134577054
669833,860,3,16/10/2013,502,1,0,0,0,4768.346323253703
616028,928,4,13/03/2014,526,1,0,0,0,4799.423136431142
474144,991,3,27/11/2013,428,1,0,0,0,4376.011323842569
501309,267,1,12/08/2013,1389,1,1,0,0,11443.322913144948
233052,571,7,05/04/2015,0,0,0,0,0,0.0
273349,561,5,19/04/2013,716,1,0,0,0,5822.8172682063305
344763,796,7,31/03/2013,0,0,0,0,0,0.0
389602,843,7,15/02/2015,0,0,0,0,0,0.0
131298,145,3,03/04/2013,1295,1,0,0,1,9373.826965813583
591396,375,6,23/03/2013,296,1,0,0,0,3249.5866290254635
570728,530,3,27/02/2013,383,1,0,0,0,3740.117193921469
518827,479,5,08/11/2013,1559,1,1,0,0,12586.703767140629
427805,997,5,20/12/2013,614,1,1,0,0,6932.2933074776665
201341,362,3,03/12/2014,1407,1,1,0,0,11875.13041660504
637359,1042,6,17/01/2015,383,1,0,0,0,4032.6977436269517
281867,826,1,30/03/2015,984,1,1,0,1,9236.520799645106
23579,552,4,08/08/2013,594,1,0,0,1,5306.0460344897
369572,581,2,02/07/2013,797,1,1,0,0,7812.381361250475
146666,155,7,22/02/2015,0,0,0,0,0,0.0
497973,156,1,22/04/2013,887,1,1,0,0,8261.106857375009
695243,704,2,17/02/2015,1188,1,1,0,0,10338.712346879067
44203,971,6,09/05/2015,0,0,0,0,0,0.0
379097,767,1,27/05/2013,759,1,1,0,0,7534.599062225607
680680,485,6,13/07/2013,435,1,0,0,0,4238.22217773454
24753,801,5,13/12/2013,432,1,0,0,0,4422.2948921598145
340997,557,4,24/04/2014,490,1,0,0,1,4709.824057596619
459920,697,7,19/10/2014,0,0,0,0,0,0.0
159678,1039,6,31/01/2015,1322,1,0,0,0,9725.329452251666
487882,421,2,09/07/2013,777,1,0,0,1,6372.769546884345
4870,561,7,19/01/2014,0,0,0,0,0,0.0
307879,206,7,08/06/2014,0,0,0,0,0,0.0
146856,253,2,10/06/2014,630,1,0,0,1,5618.385246662656
237005,179,1,29/09/2014,1182,1,1,0,0,10428.190672364552
556563,1009,2,05/05/2015,482,1,1,0,0,6178.0205815518275
30556,191,5,26/04/2013,892,1,1,0,0,8296.558154481754
699562,1071,3,01/07/2015,799,1,1,0,0,8169.270601295226
112460,251,1,14/10/2013,2338,1,0,0,0,15860.531865420577
542651,651,6,25/07/2015,750,1,0,0,0,6503.565090594871
88963,61,3,20/08/2014,564,1,1,0,1,6714.547236988088
138658,245,4,02/04/2015,1270,1,1,0,1,10968.57981945161
538067,40,4,02/04/2015,663,1,1,0,1,7300.526464669325
330430,143,7,27/10/2013,0,0,0,0,0,0.0
300251,770,5,12/06/2015,453,1,0,0,0,4651.357866102946
600021,486,4,28/02/2013,642,1,0,0,0,5306.543036641553
28280,795,2,06/08/2013,334,1,0,0,1,3732.2680978697026
240192,563,4,08/01/2015,520,1,1,0,0,6249.81793284131
19277,723,3,20/08/2014,582,1,1,0,1,6823.319824115082
603657,764,4,31/10/2013,498,1,0,0,0,4763.8122231186135
131029,999,2,03/12/2013,951,1,1,0,0,8946.501924676239
343385,328,1,13/07/2015,624,1,1,0,1,7200.574309583695
622777,19,2,07/07/2015,597,1,0,0,1,5628.537900252268
208529,575,5,24/05/2013,417,1,0,0,1,4136.0747986591305
118047,1105,3,22/04/2015,399,1,0,0,0,4257.251237072109
157949,1050,1,16/03/2015,599,1,1,0,0,6818.562702620286
605316,1076,4,19/06/2014,0,0,1,a,0,0.0
519937,143,3,07/01/2015,582,1,1,0,1,6696.2747971944045
698323,1112,1,28/10/2013,673,1,0,0,1,5890.500872983132
199566,660,1,02/12/2013,738,1,1,0,0,7658.0504712807015
436968,932,2,03/03/2015,856,1,1,0,0,8354.57428882597
31140,272,6,18/10/2014,348,1,0,0,0,4013.411040664825
574595,391,6,20/04/2013,373,1,0,0,0,3751.4043636794086
8215,529,4,13/11/2014,797,1,1,0,0,8161.599725441076
311759,923,3,20/08/2014,666,1,1,0,1,7330.925230707682
640874,1106,4,30/07/2015,577,1,1,0,1,6938.8129294309765
273608,642,7,10/11/2013,0,0,0,0,0,0.0
332545,995,5,15/08/2014,725,1,0,0,1,6279.889243375801
580332,428,7,11/08/2013,0,0,0,0,0,0.0
106897,486,3,24/06/2015,479,1,0,0,0,4824.183894000831
662654,197,5,27/06/2014,746,1,0,0,0,6268.515168851358
16203,420,6,31/05/2014,433,1,0,0,0,4341.877130925364
175479,798,5,25/07/2014,806,1,0,0,1,6742.017313586723
386823,939,4,02/05/2013,664,1,1,0,0,6927.792209233565
546158,113,5,04/01/2013,636,1,0,0,1,5271.529977689497
122412,428,5,30/08/2013,570,1,1,0,1,6590.840205247339
699081,371,1,01/12/2014,815,1,1,0,0,8295.10253964283
263224,303,2,14/01/2014,603,1,0,0,0,5185.156673288613
169319,693,3,26/02/2014,330,1,0,0,0,3591.5894663665094
130840,917,6,13/04/2013,459,1,0,0,0,4261.931406535965
97305,275,7,08/09/2013,0,0,0,0,0,0.0
532132,544,2,17/09/2013,1856,1,0,0,0,12911.33092040947
93471,128,5,26/06/2015,558,1,0,0,0,5304.193037843914
592664,990,6,13/04/2013,480,1,0,0,0,4388.832758184115
701136,2,1,16/02/2015,703,1,1,0,0,7406.58624356467
160869,775,4,26/09/2013,603,1,1,0,0,6752.3553178893635
449730,808,1,16/06/2014,743,1,1,0,0,7637.008002292307
212629,987,3,26/03/2014,764,1,0,0,0,6254.65769621759
587882,227,3,12/06/2013,511,1,0,0,0,4655.73474408855
498368,982,7,19/10/2014,0,0,0,0,0,0.0
532450,700,2,16/04/2013,412,1,0,0,0,3981.8416128830286
655774,403,4,14/08/2014,625,1,0,0,1,5674.287920277449
299948,932,4,18/06/2015,654,1,1,0,0,7274.862617661885
487072,179,3,30/07/2014,946,1,1,0,1,8995.594680822454
28347,1078,6,09/08/2014,447,1,0,0,0,4518.997126748785
249452,975,5,15/11/2013,699,1,0,0,0,5997.93298353994
102902,560,5,28/03/2014,1381,1,0,0,0,9985.758610856137
597335,850,2,10/12/2013,552,1,0,0,0,5143.517955827818
94865,968,6,04/04/2015,835,1,0,0,0,6868.399911076296
435688,76,6,14/09/2013,962,1,0,0,0,7505.031575923844
661640,975,7,15/02/2015,0,0,0,0,0,0.0
602844,820,7,01/12/2013,0,0,0,0,0,0.0
73695,992,1,10/06/2013,830,1,0,0,0,6580.808360053285
99885,33,3,13/03/2013,787,1,0,0,0,6203.569365060597
569363,592,1,11/08/2014,521,1,0,0,1,5041.896566365147
282257,726,6,31/01/2015,623,1,0,0,0,5501.327318820346
399236,930,6,06/06/2015,1384,1,0,0,0,10269.462754813663
86229,991,1,26/01/2015,555,1,1,0,0,6484.885288659949
36529,639,6,02/05/2015,347,1,0,0,0,3957.276166637079
608943,1100,2,02/06/2015,802,1,1,0,0,8148.268242419988
387723,305,6,17/08/2013,486,1,0,0,0,4592.088159955107
519613,400,7,21/04/2013,0,0,0,0,0,0.0
444649,122,1,15/06/2015,1173,1,1,0,0,10407.211362644739
233245,466,5,29/03/2013,0,0,1,b,1,0.0
664313,281,1,17/06/2013,571,1,1,0,0,6425.87839075987
707548,792,5,07/03/2014,801,1,1,0,0,7854.394010797725
596701,972,5,19/12/2014,505,1,1,0,0,6445.361975527601
255933,262,5,20/12/2013,3989,1,1,0,1,27400.258297096123
495491,905,1,29/12/2014,1309,1,0,0,1,9989.045000153244
398446,890,6,09/03/2013,393,1,0,0,0,3817.4216017095605
102537,854,3,09/04/2014,590,1,0,0,0,5221.373719100491
410190,696,3,31/12/2014,575,1,0,0,1,5556.1589587607305
373349,534,5,04/10/2013,587,1,0,0,0,5266.284582638938
341096,402,1,03/02/2014,725,1,1,0,1,7422.559894209262
471754,116,7,25/08/2013,0,0,0,0,0,0.0
59466,356,3,13/11/2013,344,1,0,0,0,3850.0775037496933
205712,912,6,08/11/2014,907,1,0,0,0,7418.752734969021
214382,313,4,13/02/2014,675,1,0,0,0,5659.378145192983
659779,521,5,20/02/2015,511,1,1,0,0,6251.58200378163
272830,1086,5,04/10/2013,1161,1,0,0,0,8734.921527688392
210952,632,2,23/07/2013,719,1,0,0,1,6040.608512975392
407998,271,6,23/02/2013,185,1,0,0,0,2538.382045953069
8897,180,4,05/03/2015,882,1,1,0,1,8587.413496103662
487622,601,2,28/01/2014,318,1,0,0,0,3481.252457278315
95683,979,6,15/11/2014,598,1,0,0,0,5560.654196039191
9811,296,3,13/11/2013,720,1,0,0,0,6122.215990402328
368844,432,7,20/10/2013,0,0,0,0,0,0.0
252301,79,6,04/01/2014,466,1,0,0,0,4344.184702893428
645091,400,4,26/09/2013,1186,1,1,0,0,10275.378556502343
502681,577,4,10/04/2014,616,1,0,0,0,5379.798850676743
304792,72,4,28/05/2015,397,1,0,0,1,4366.565627513104
705178,401,2,31/12/2013,281,1,0,0,1,3606.4837509748177
224268,872,5,23/05/2014,995,1,1,0,0,9128.548133030883
322814,69,7,12/04/2015,0,0,0,0,0,0.0
50399,528,2,21/01/2014,952,1,1,0,0,8704.322980284633
119985,12,4,25/06/2015,780,1,0,0,0,6644.412440017215
497894,71,1,04/11/2013,923,1,1,0,0,8738.168999082292
42897,497,4,08/08/2013,1108,1,0,0,1,8412.10768911586
66020,72,6,17/05/2014,260,1,0,0,0,3278.123296704667
311528,340,1,05/01/2015,917,1,1,0,1,8718.03515727201
677949,902,1,06/04/2015,0,0,0,b,1,0.0
240102,845,7,27/04/2014,0,0,0,0,0,0.0
140290,93,3,16/01/2013,533,1,0,0,0,4591.714227868768
672650,506,4,16/01/2014,732,1,0,0,0,5967.311892484489
696424,9,2,03/02/2015,715,1,1,0,0,7462.082060541899
672562,198,6,30/08/2014,110,1,0,0,0,2510.025199121679
425502,528,5,20/06/2014,1294,1,1,0,0,10971.894442250952
556609,445,4,07/11/2013,1032,1,1,0,0,9400.774960529932
706014,508,1,13/05/2013,721,1,1,0,0,7286.639631457336
469218,398,4,02/10/2014,711,1,1,0,0,7587.067283723445
232429,505,1,21/07/2014,533,1,0,0,0,5013.958149280748
330172,4,3,12/06/2013,1061,1,0,0,0,7979.341572968697
303099,727,6,02/02/2013,320,1,0,0,0,3326.6838291551685
598570,459,4,23/01/2014,1176,1,1,0,0,10060.555742650642
46235,534,3,26/02/2014,409,1,0,0,0,4068.98026542383
511133,656,7,14/07/2013,0,0,0,0,1,0.0
656537,997,2,17/09/2013,310,1,0,0,0,3568.974270502804
53014,729,2,09/12/2014,1144,1,0,0,0,8892.674600323197
561846,806,2,17/06/2014,574,1,1,0,1,6690.168343301397
437174,496,2,09/04/2013,937,1,1,0,0,8546.23369162035
167895,1064,1,13/01/2014,992,1,0,0,0,7534.543967140082
209818,727,1,18/05/2015,623,1,1,0,0,7047.091755153844
226147,479,4,16/04/2015,1310,1,1,0,0,11155.520189925504
131257,973,7,31/05/2015,0,0,0,0,0,0.0
300439,614,3,18/03/2015,1005,1,1,0,0,9274.607179270184
94522,475,2,03/02/2015,1051,1,1,0,0,9492.503686912358
14725,650,3,11/09/2013,712,1,1,0,1,7464.50107957382
98020,927,2,14/04/2015,1061,1,1,0,0,9648.214389883098
58380,231,7,26/01/2014,0,0,0,0,0,0.0
544832,422,5,08/05/2015,494,1,1,0,0,6254.463156815036
448372,289,4,19/02/2015,524,1,1,0,0,6328.830810980464
196606,162,2,10/09/2013,576,1,1,0,0,6568.249678912922
595379,1054,5,29/11/2013,724,1,0,0,0,6167.334434716555
647888,539,2,05/02/2013,1224,1,1,0,0,10194.434882995032
44181,459,7,23/11/2014,0,0,0,0,0,0.0
358304,404,5,26/06/2015,512,1,0,0,0,5026.218648519425
529091,613,2,19/02/2013,1067,1,1,0,1,9337.129523196141
132084,704,4,07/03/2013,1134,1,1,0,0,9693.630587935157
471632,959,5,01/05/2015,0,0,1,a,0,0.0
93450,365,7,29/12/2013,0,0,0,0,0,0.0
273721,811,4,07/11/2013,638,1,1,0,0,7019.863886750303
642346,968,3,18/02/2015,823,1,1,0,1,8207.460072505462
501216,525,1,12/08/2013,1176,1,1,0,0,10156.180632142292
163859,529,1,09/12/2013,818,1,0,0,0,6749.625904311484
65299,739,1,11/02/2013,599,1,0,0,1,5097.54638446786
504363,330,3,25/03/2015,385,1,0,0,0,4136.137557362672
16792,453,1,25/02/2013,655,1,0,0,0,5381.173499054625
404744,51,4,17/04/2014,744,1,1,0,1,7636.584407922113
102261,981,7,07/12/2014,0,0,0,0,0,0.0
507544,724,5,25/07/2014,619,1,0,0,1,5611.990991767438
323400,1055,1,17/03/2014,1117,1,1,0,0,9777.048930955702
113688,565,2,17/12/2013,1182,1,1,0,0,10360.745206306106
238941,1050,4,05/02/2015,507,1,1,0,0,6207.772731860285
395848,577,5,17/10/2014,486,1,0,0,1,4919.129939554085
310296,948,3,20/08/2014,1523,1,1,0,1,12509.708962253644
190272,173,3,29/07/2015,957,1,1,0,1,9233.81392971892
76542,897,1,07/07/2014,287,1,0,0,0,3509.071045044984
344899,631,1,01/12/2014,888,1,1,0,0,8736.23580965784
161318,721,6,02/05/2015,956,1,0,0,0,7637.415364433487
66987,553,4,22/01/2015,489,1,0,0,0,4679.793285339139
659241,1022,2,08/04/2014,720,1,0,0,0,6005.644342624699
82164,1079,7,23/11/2014,0,0,0,0,0,0.0
128066,914,6,04/04/2015,1081,1,0,0,0,8354.958601811784
683029,737,4,18/12/2014,1232,1,1,0,0,10837.256738763535
560419,692,3,27/08/2014,650,1,0,0,0,5769.275295752683
34693,207,5,11/10/2013,1245,1,1,0,1,10725.81853862328
608419,408,3,25/06/2014,381,1,0,0,0,4060.2304739906103
622737,113,7,03/03/2013,0,0,0,0,0,0.0
573468,731,6,11/05/2013,881,1,0,0,0,6849.866233516659
456009,894,7,18/08/2013,0,0,0,0,0,0.0
235972,677,2,03/12/2013,732,1,1,0,0,7623.1021146312705
502748,791,5,07/03/2014,882,1,1,0,0,8343.87065286917
451396,811,1,19/01/2015,587,1,0,0,0,5268.072075851902
426728,882,4,23/04/2015,706,1,0,0,0,6113.737312130805
500252,837,7,19/04/2015,0,0,0,0,0,0.0
131440,143,1,03/02/2014,873,1,1,0,0,8243.807373944845
707847,1073,1,23/12/2013,1434,1,0,0,1,10563.498869466013
15588,1084,6,12/04/2014,748,1,0,0,0,6180.082834393776
286441,127,1,13/04/2015,856,1,1,0,0,8408.106308543996
327123,543,6,13/04/2013,163,1,0,0,0,2473.2266404477414
306090,388,4,25/07/2013,982,1,0,0,1,7632.515214116545
186204,24,2,09/04/2013,867,1,1,0,0,8123.229186126497
494648,499,5,12/07/2013,544,1,0,0,0,4895.591449610656
460018,838,7,05/05/2013,0,0,0,0,0,0.0
658349,496,1,01/12/2014,1062,1,1,0,0,9787.70415188541
189093,930,2,25/02/2014,839,1,0,0,0,6666.127341064508
487410,433,4,31/10/2013,716,1,0,0,0,6081.169111656549
474791,1100,7,30/03/2014,0,0,0,0,0,0.0
423511,141,6,18/04/2015,544,1,0,0,0,5128.23816602357
419176,654,3,28/08/2013,757,1,1,0,0,7645.143278972304
618745,833,5,10/07/2015,466,1,0,0,0,4767.737796698173
585354,522,5,08/05/2015,668,1,1,0,0,7305.931499042606
586787,387,6,13/07/2013,919,1,0,0,0,7162.996187149023
220626,721,6,20/06/2015,743,1,0,0,0,6414.2784822918475
412520,831,4,23/04/2015,1396,1,0,0,0,10283.353151998599
652079,1062,1,04/05/2015,784,1,1,0,0,8001.673704289482
117817,369,3,23/10/2013,513,1,1,0,1,6318.110064173699
427101,335,6,21/06/2014,1574,1,0,0,0,11264.199142335507
450677,111,6,25/07/2015,596,1,0,0,0,5572.955178508419
248961,249,1,27/10/2014,508,1,0,0,0,4992.061033329461
36799,205,2,23/06/2015,657,1,0,0,0,5898.514749863709
